"gene","Gene name","log2FoldChange","padj"
"ENSG00000149970","CNKSR2",-1.39706329637511e-07,0.986985063260375
"ENSG00000102172","SMS",4.97528960863972e-06,0.414368346774046
"ENSG00000005889","ZFX",-2.29148890788238e-06,0.866438804752515
"ENSG00000157625","TAB3",-3.72879179030755e-06,0.634385753954788
"ENSG00000147121","KRBOX4",-4.39680926761574e-07,0.983087966612697
"ENSG00000182872","RBM10",-5.30347657464751e-06,0.431483436508141
"ENSG00000017483","SLC38A5",-2.06802555329188e-07,NA
"ENSG00000068354","TBC1D25",-1.51525102250124e-06,0.959877735833546
"ENSG00000102100","SLC35A2",-1.87604781247258e-06,0.755506289762215
"ENSG00000102043","MTMR8",1.98184918489427e-07,NA
"ENSG00000089289","IGBP1",-4.30435422976542e-06,0.673925605848166
"ENSG00000050030","NEXMIF",5.15472840810745e-07,0.226154953395591
"ENSG00000155008","APOOL",-1.17807972652724e-05,0.888533930891021
"ENSG00000102362","SYTL4",9.58140771011001e-07,0.596793014653315
"ENSG00000102387","TAF7L",-3.31457312729192e-06,0.355707583388909
"ENSG00000166432","ZMAT1",3.14509275130444e-07,0.96474880211927
"ENSG00000125962","ARMCX5",-8.65206133143254e-07,0.955084839726709
"ENSG00000147251","DOCK11",-1.61609534122841e-06,0.947161918722958
"ENSG00000125355","TMEM255A",3.72662285306412e-07,0.941435320220381
"ENSG00000102038","SMARCA1",-8.01143238347362e-05,0.961298358232432
"ENSG00000085185","BCORL1",-5.31041929835401e-05,0.991322193365239
"ENSG00000056277","ZNF280C",4.15735204722966e-06,0.778668470105403
"ENSG00000102078","SLC25A14",1.99651906162535e-06,0.894236835525084
"ENSG00000134602","STK26",1.0118638179449e-06,0.388306240578369
"ENSG00000076770","MBNL3",4.50423697083664e-06,0.332046666620042
"ENSG00000147257","GPC3",9.45931796533529e-07,NA
"ENSG00000156500","PABIR3",3.26685022381982e-06,0.586116066285095
"ENSG00000165359","INTS6L",3.23683033574724e-06,0.711006655736476
"ENSG00000129680","MAP7D3",-5.61360407082591e-06,0.324795755833365
"ENSG00000129675","ARHGEF6",2.29806260367047e-06,0.592343091174813
"ENSG00000129682","FGF13",2.57023733320215e-07,0.949731969557211
"ENSG00000179542","SLITRK4",-2.56178664923022e-07,NA
"ENSG00000102081","FMR1",7.60138106607898e-07,0.977522177110952
"ENSG00000171100","MTM1",5.36454969256724e-06,0.640228553083113
"ENSG00000182492","BGN",-7.93124937622197e-07,NA
"ENSG00000130822","PNCK",-2.31584209072592e-06,0.509367593448418
"ENSG00000102030","NAA10",-2.12972879521948e-06,0.553892743820458
"ENSG00000126903","SLC10A3",-1.57117321773859e-06,0.981333344412307
"ENSG00000185515","BRCC3",-1.28069465375897e-05,0.677458781209218
"ENSG00000129824","RPS4Y1",-1.31557876468204e-06,0.982816261139842
"ENSG00000183878","UTY",-3.40077626102196e-07,0.913279644966082
"ENSG00000012817","KDM5D",-5.41499363131293e-08,0.984612017033499
"ENSG00000187961","KLHL17",-8.67661564252408e-06,0.174918355791298
"ENSG00000008130","NADK",-5.97831709316742e-05,0.907542216956176
"ENSG00000130762","ARHGEF16",-1.58663920848057e-06,0.40961560969274
"ENSG00000158109","TPRG1L",-3.32931996739025e-06,0.587461552097859
"ENSG00000049246","PER3",-2.47557796799924e-05,0.883817468770347
"ENSG00000131686","CA6",-2.27676419357379e-07,0.922954758193935
"ENSG00000178585","CTNNBIP1",2.57787489274591e-06,0.76416427358419
"ENSG00000130940","CASZ1",1.64715791475246,0.0519778868805954
"ENSG00000120949","TNFRSF8",-2.10338941165714e-07,NA
"ENSG00000048707","VPS13D",-1.96131213197256,NA
"ENSG00000127481","UBR4",-8.86327964920954e-06,0.752349716217804
"ENSG00000173436","MICOS10",-3.33907214704139e-06,0.857286588982991
"ENSG00000158747","NBL1",4.04928731277089e-07,0.942551698429907
"ENSG00000117215","PLA2G2D",-3.22302173395139e-07,0.912254172697434
"ENSG00000162552","WNT4",-3.02747563366137e-08,NA
"ENSG00000117308","GALE",1.18161318926833e-05,0.552419118174841
"ENSG00000117305","HMGCL",9.06383436491391e-06,0.430080991977847
"ENSG00000188529","SRSF10",-4.59397909772159e-05,0.91142848570112
"ENSG00000169504","CLIC4",-4.7059432941819e-07,0.965902538498965
"ENSG00000142669","SH3BGRL3",7.74540661704525e-07,0.92663669688925
"ENSG00000142751","GPN2",6.94050146536465e-06,0.912254172697434
"ENSG00000186501","TMEM222",-7.74099793513509e-07,0.981333344412307
"ENSG00000126705","AHDC1",4.90931258000418e-06,0.677333188581833
"ENSG00000130768","SMPDL3B",7.38876203495458,0.0572050896654128
"ENSG00000160062","ZBTB8A",-3.27251150098811e-06,0.784014280829259
"ENSG00000162520","SYNC",-2.97463745865258e-07,0.958505188667957
"ENSG00000160094","ZNF362",-4.80775769840354e-06,0.428819372790837
"ENSG00000121903","ZSCAN20",-2.99121678014994e-06,0.930411601840051
"ENSG00000142698","C1orf94",1.33486429015938e-06,0.490741988650436
"ENSG00000054118","THRAP3",-5.68057170077199e-07,0.986985063260375
"ENSG00000116922","AIRIM",-5.74117909126125e-06,0.827402158292422
"ENSG00000185090","MANEAL",-2.00386725782476e-06,0.831444753626221
"ENSG00000090621","PABPC4",-3.5152585370387e-06,0.722519453640265
"ENSG00000049089","COL9A2",9.00729648252097e-09,0.999425484804929
"ENSG00000187801","ZFP69B",-4.46711189066023e-07,0.978929622179617
"ENSG00000177181","RIMKLA",-6.50907081303529e-07,0.872000839559521
"ENSG00000164010","ERMAP",5.75004352378588e-06,0.463691363045736
"ENSG00000066322","ELOVL1",3.37489187102063e-06,0.677458781209218
"ENSG00000126107","HECTD3",-1.31809499350001e-05,0.908850627546783
"ENSG00000132763","MMACHC",5.56722538907736e-06,0.605264118742066
"ENSG00000117450","PRDX1",1.51505319801335e-06,0.94453412697283
"ENSG00000159588","CCDC17",2.01290253685027e-06,0.690998782197475
"ENSG00000117461","PIK3R3",-4.71702672455161e-07,0.959307467617187
"ENSG00000085998","POMGNT1",4.90052362972809e-06,0.759113402505277
"ENSG00000159658","EFCAB14",4.55842749713742e-07,0.98588164335489
"ENSG00000162368","CMPK1",-2.44629553591548e-06,0.890292799162167
"ENSG00000154222","CC2D1B",6.31146979659288e-06,0.945094786649707
"ENSG00000058799","YIPF1",9.17446354751209e-07,0.958424784836529
"ENSG00000116221","MRPL37",-5.09119151364457e-05,0.79342355578419
"ENSG00000162402","USP24",-4.44461673132658e-06,0.713200680521761
"ENSG00000125703","ATG4C",-6.53421706569971e-06,0.675711740929741
"ENSG00000162437","RAVER2",-7.0880405346011e-07,0.958112953249135
"ENSG00000162433","AK4",1.13541911841754e-06,0.738086740379556
"ENSG00000198160","MIER1",1.46830447799008e-06,0.942527956026181
"ENSG00000142864","SERBP1",6.40557874635347e-06,0.964889153387886
"ENSG00000172260","NEGR1",-7.2909081709586e-07,0.844000662885879
"ENSG00000117054","ACADM",7.56066813840443e-06,0.425589289006908
"ENSG00000117069","ST6GALNAC5",5.16333100856727e-07,0.870956484024858
"ENSG00000142892","PIGK",-1.68844910032351e-07,0.990097166806954
"ENSG00000162618","ADGRL4",1.43963635658439e-08,NA
"ENSG00000171502","COL24A1",7.12110843019814e-07,0.856034963648832
"ENSG00000097033","SH3GLB1",-1.91514129705891e-06,0.875956780692012
"ENSG00000154451","GBP5",2.25194101837978,0.0321276560855494
"ENSG00000183347","GBP6",7.00209426542535e-07,0.76987536913512
"ENSG00000197147","LRRC8B",-2.38288273450158e-06,0.771757730815219
"ENSG00000171488","LRRC8C",-1.03495458597519e-05,0.816978475198156
"ENSG00000189195","BTBD8",2.56867079874853e-06,0.565410116591429
"ENSG00000117620","SLC35A3",-1.4868055792168e-06,0.92821306257192
"ENSG00000137992","DBT",-5.3297089560052e-06,0.767801667386285
"ENSG00000121957","GPSM2",-7.09407378831573e-06,0.440320277890213
"ENSG00000174151","CYB561D1",-4.04369101295029e-06,0.947311616336802
"ENSG00000143093","STRIP1",-1.66579173324598e-05,0.365033441265996
"ENSG00000116396","KCNC4",-2.78042288669074e-06,NA
"ENSG00000156171","DRAM2",-6.0481934321099e-09,0.999425484804929
"ENSG00000116473","RAP1A",-1.1187883794008e-05,0.829598205775191
"ENSG00000143079","CTTNBP2NL",-5.85583762063126e-06,0.645064260050294
"ENSG00000173218","VANGL1",8.03921037621195e-08,0.993076615271173
"ENSG00000092607","TBX15",1.56291670971436e-06,0.225503854016462
"ENSG00000188092","GPR89B",3.31007936347756e-06,0.742611529627077
"ENSG00000143401","ANP32E",2.46733838481915e-06,0.822757255105889
"ENSG00000143369","ECM1",8.97077798586975e-07,0.877034036849877
"ENSG00000163157","TMOD4",2.8315938002542e-06,0.380849362243948
"ENSG00000163159","VPS72",-8.79136584521228e-06,0.778668470105403
"ENSG00000143375","CGN",1.20505099981576e-06,0.813481622686912
"ENSG00000159409","CELF3",-1.13463618716307e-06,0.660018708885604
"ENSG00000143543","JTB",-8.58207085861547e-07,0.962285942976679
"ENSG00000163354","DCST2",1.37210493774749e-06,0.509729153067254
"ENSG00000173171","MTX1",-1.14233240567043e-05,0.844000662885879
"ENSG00000160752","FDPS",2.05839624753136e-05,0.605411747880315
"ENSG00000163468","CCT3",-3.70034900008224e-06,0.842706578361631
"ENSG00000143294","PRCC",-2.21212573182415e-06,0.801464685097339
"ENSG00000163554","SPTA1",5.28991105508581e-07,0.276911014310955
"ENSG00000158710","TAGLN2",-1.88894591633721e-07,0.986985063260375
"ENSG00000018625","ATP1A2",-9.08322804733703e-07,0.73717018981439
"ENSG00000066294","CD84",2.30906287891032e-07,NA
"ENSG00000158850","B4GALT3",-7.29650580062026e-06,0.626085162537004
"ENSG00000158882","TOMM40L",5.18592344826095e-06,0.778550967913889
"ENSG00000162746","FCRLB",-3.22655806270299e-07,0.647979486304139
"ENSG00000143147","GPR161",-7.5934119236937e-06,0.363228895129946
"ENSG00000117479","SLC19A2",-0.938856153534343,NA
"ENSG00000117533","VAMP4",9.99724403354574e-06,0.292864860397952
"ENSG00000197959","DNM3",-5.26555248628594e-06,0.568399911335407
"ENSG00000117601","SERPINC1",1.10004715628193e-06,0.712889266090329
"ENSG00000058085","LAMC2",2.69190179725167e-07,NA
"ENSG00000116667","C1orf21",-6.85483006445346e-06,0.292289903009158
"ENSG00000151414","NEK7",-1.61844794440574e-06,NA
"ENSG00000116852","KIF21B",-3.9107796996684e-06,0.193975290561107
"ENSG00000159166","LAD1",8.72839301210061e-07,0.658255817372134
"ENSG00000143842","SOX13",1.10115905699767e-06,0.834641829145093
"ENSG00000143845","ETNK2",-2.26964077087689e-06,NA
"ENSG00000162873","KLHDC8A",-8.27943200839757e-07,0.830551121099228
"ENSG00000123836","PFKFB2",-2.00916609922571e-06,0.832615713174729
"ENSG00000196878","LAMB3",1.72836598404818e-06,0.650698475312381
"ENSG00000082512","TRAF5",2.29274032548088e-06,0.758567545294182
"ENSG00000117697","NSL1",8.59095547941908e-06,0.922606130911505
"ENSG00000117724","CENPF",6.15769701518377e-08,0.978535442006178
"ENSG00000143815","LBR",4.7867762790035e-07,0.984530939710156
"ENSG00000143740","SNAP47",5.96552503112455e-06,0.641370698171139
"ENSG00000168159","RNF187",1.02155915861122e-05,0.589295736090755
"ENSG00000143632","ACTA1",-2.52213273407884e-06,0.418999681777692
"ENSG00000116918","TSNAX",5.07921698657707e-06,0.854554724189009
"ENSG00000135750","KCNK1",5.65406603722981e-07,0.999100922092983
"ENSG00000188739","RBM34",-3.0373774368449e-06,0.686150557538869
"ENSG00000116962","NID1",-9.14210511026815e-07,0.838634099015443
"ENSG00000086619","ERO1B",-1.81134975363963e-06,0.840359467167161
"ENSG00000186197","EDARADD",1.14654559557913e-06,0.429836297974466
"ENSG00000077522","ACTN2",-9.77807668774855e-07,0.778550967913889
"ENSG00000116984","MTR",-1.08518900257852e-05,0.933325606015477
"ENSG00000197472","ZNF695",-5.17222198577515e-07,0.880649288845556
"ENSG00000188295","ZNF669",-6.54596758667233e-06,0.484663348806852
"ENSG00000171863","RPS7",-6.6108313590206e-07,0.663492988231874
"ENSG00000151692","RNF144A",-2.04057940133984e-06,0.682438045048968
"ENSG00000151694","ADAM17",6.35642683186873e-06,0.623649825306115
"ENSG00000178295","GEN1",1.7453484711281e-06,0.899202521486911
"ENSG00000118961","LDAH",-7.06924618015477e-06,0.613576364664924
"ENSG00000119771","KLHL29",-5.81743687804449e-06,0.169298075814732
"ENSG00000119778","ATAD2B",-1.30985332677742e-05,0.224070500646185
"ENSG00000138031","ADCY3",8.69103979941188e-07,0.972459274570127
"ENSG00000084731","KIF3C",-2.14815324266716e-07,0.991322193365239
"ENSG00000173557","CIMIP2C",1.22547519325342e-06,0.44799046995265
"ENSG00000115163","CENPA",-6.92855540384346e-07,0.958424784836529
"ENSG00000138074","SLC5A6",-1.24803106007165e-05,0.559873459063476
"ENSG00000115204","MPV17",8.48404881594354e-06,0.623742668481854
"ENSG00000115207","GTF3C2",-6.38936939984683e-06,0.87283948305936
"ENSG00000171174","RBKS",0.73049491977175,0.0795612300982929
"ENSG00000158089","GALNT14",4.49441848664208e-07,0.977227391080355
"ENSG00000171055","FEZ2",5.74130897584364e-06,0.490054396638243
"ENSG00000115816","CEBPZ",4.40964936435788e-07,0.989120637945572
"ENSG00000115904","SOS1",0.000164422679321079,0.862295810166271
"ENSG00000011566","MAP4K3",-4.05599023249472e-06,0.815032701144936
"ENSG00000138050","THUMPD2",-5.03891729491514e-07,0.971281338752895
"ENSG00000115944","COX7A2L",-6.53199452483038e-06,0.829519429163008
"ENSG00000162882","HAAO",2.37334037227947e-07,0.849504529017961
"ENSG00000068912","ERLEC1",-2.74886553937542e-06,0.851964964513705
"ENSG00000068878","PSME4",-9.43394607216417e-06,0.9200810202462
"ENSG00000143947","RPS27A",-3.47256516129087e-06,0.875208510675951
"ENSG00000085760","MTIF2",1.21836687838586e-05,0.51606804501392
"ENSG00000138035","PNPT1",-1.06134554717749e-06,0.96706514749886
"ENSG00000115464","USP34",-1.75295347277596e-05,0.937599639433741
"ENSG00000115484","CCT4",1.80317211408982e-06,0.804057674997185
"ENSG00000115504","EHBP1",-6.21321316677154e-06,0.389240293133845
"ENSG00000011523","CEP68",-4.06005991164844e-06,0.669169629477502
"ENSG00000138071","ACTR2",1.5474538090997e-05,0.933499813678787
"ENSG00000115274","INO80B",-1.35971350447503e-07,0.983087966612697
"ENSG00000115275","MOGS",-3.27864082727616e-06,0.957377108282393
"ENSG00000152291","TGOLN2",2.16893826230894e-06,0.824070124100621
"ENSG00000132313","MRPL35",-3.76114858683557e-06,0.844673599021405
"ENSG00000183281","PLGLB1",-1.8557101128518e-06,0.530735566228924
"ENSG00000115593","SMYD1",6.81704581945786e-07,0.787957502862998
"ENSG00000172071","EIF2AK3",-7.16063791130136e-06,0.30055956001863
"ENSG00000174501","ANKRD36C",1.92936509604904e-06,0.799547256709893
"ENSG00000144028","SNRNP200",6.23891505074586e-06,0.623872558029987
"ENSG00000163126","ANKRD23",-2.02371634515244e-06,0.753012784939079
"ENSG00000168754","FAM178B",-7.20990484815573e-07,0.842706578361631
"ENSG00000115652","UXS1",-9.92901554752545e-07,0.930411601840051
"ENSG00000186522","SEPTIN10",-9.29882037761575e-07,0.942527956026181
"ENSG00000169679","BUB1",2.05725056674926e-06,0.854702050691019
"ENSG00000115084","SLC35F5",-1.41825032494551e-05,0.89257291004444
"ENSG00000186132","C2orf76",3.29603661979303e-07,0.989120637945572
"ENSG00000155052","CNTNAP5",-1.13919737752972e-06,0.441794798255826
"ENSG00000136717","BIN1",-1.4387847810022e-06,0.890494596909684
"ENSG00000163166","IWS1",-4.43824248715926e-06,0.8955495743013
"ENSG00000152082","MZT2B",3.57532352656877e-06,0.991896235729131
"ENSG00000163040","CCDC74A",3.41677015787849e-06,0.505947359094533
"ENSG00000115919","KYNU",3.71653665497578,0.0844287252434425
"ENSG00000121964","GTDC1",2.0189437803514e-06,0.929532889470972
"ENSG00000121989","ACVR2A",7.12090743572727e-06,0.328939267106642
"ENSG00000187123","LYPD6",-2.31148666665432e-06,0.505947359094533
"ENSG00000144278","GALNT13",4.99008180047481e-07,0.880552817956712
"ENSG00000136541","ERMN",-2.98845796054189e-07,0.953511375712916
"ENSG00000115183","TANC1",-1.83509809651109e-06,0.839452055509898
"ENSG00000136536","MARCHF7",1.62600570836149e-05,0.730120251371505
"ENSG00000136535","TBR1",-8.52590401926928e-07,NA
"ENSG00000115263","GCG",-4.46182341858785e-07,NA
"ENSG00000078098","FAP",-4.50911289089382e-07,0.885507629854966
"ENSG00000172292","CERS6",2.8366120342635e-06,0.697836666047471
"ENSG00000081479","LRP2",-4.15662659808706,0.0155913083213466
"ENSG00000138382","METTL5",3.88921407903688e-06,0.735240601040387
"ENSG00000144355","DLX1",-1.62228447847102e-06,0.962305415614353
"ENSG00000144354","CDCA7",8.43319366852012e-07,0.910063900029055
"ENSG00000144306","SCRN3",3.16956301379429e-07,0.997542819934388
"ENSG00000128656","CHN1",1.80392391583543e-06,0.755506289762215
"ENSG00000128645","HOXD1",6.18645003778589e-08,0.982113176261706
"ENSG00000204311","PJVK",4.74691427057969e-06,0.356900294546807
"ENSG00000188452","CERKL",-1.14442231650292e-06,0.752179327191512
"ENSG00000151687","ANKAR",-2.50867719049238e-06,0.739581691491031
"ENSG00000151690","MFSD6",3.57874104374358e-06,0.35085554930235
"ENSG00000173559","NABP1",-2.6058553333378e-07,NA
"ENSG00000197121","PGAP1",-5.11368155238501e-06,0.421110883812813
"ENSG00000115540","MOB4",-7.20395758670742e-06,0.599708366453966
"ENSG00000155754","C2CD6",3.52569293449016e-08,NA
"ENSG00000118260","CREB1",-1.14749529186197e-05,0.605811219365175
"ENSG00000178385","PLEKHM3",-5.12404766472996e-06,0.577194740447723
"ENSG00000197713","RPE",1.16470857716378e-05,0.363732475552825
"ENSG00000144452","ABCA12",7.13329433513334e-07,0.905190171893719
"ENSG00000138363","ATIC",-4.51677362222303e-05,0.942527956026181
"ENSG00000179921","GPBAR1",1.02262497356785e-06,0.697836666047471
"ENSG00000127838","PNKD",2.73785554200005e-06,0.814497449787385
"ENSG00000135926","TMBIM1",8.63233817870807e-07,0.916975734403145
"ENSG00000074582","BCS1L",-5.84479996885453e-06,0.744655335669517
"ENSG00000127824","TUBA4A",1.65750702239802e-06,0.528597629017208
"ENSG00000072195","SPEG",5.03695066160339e-06,0.136520422086193
"ENSG00000123989","CHPF",4.48919472477189e-06,0.722790384889632
"ENSG00000124006","OBSL1",2.54419673872412e-06,0.857470913064019
"ENSG00000123983","ACSL3",-1.18609430397707e-05,0.857286588982991
"ENSG00000085449","WDFY1",-2.66960686716909e-06,0.692801026342246
"ENSG00000153827","TRIP12",-7.88308546160909e-06,0.961131771419122
"ENSG00000135930","EIF4E2",-3.98352084815732e-06,0.873429818977109
"ENSG00000066248","NGEF",2.09557490815635e-06,0.693818991176044
"ENSG00000144488","ESPNL",2.6292930400739,0.0339728212402502
"ENSG00000115685","PPP1R7",-2.37316354217642e-06,0.974416305094845
"ENSG00000146205","ANO7",-1.14362393309892e-06,0.864924428970347
"ENSG00000115694","STK25",8.36388991032418e-05,0.550892507303054
"ENSG00000144619","CNTN4",-7.26298786156625e-08,1.61173345634673e-07
"ENSG00000171135","JAGN1",-7.60930692151216e-06,0.764168070866737
"ENSG00000163517","HDAC11",3.54908216114335e-06,0.705042506111456
"ENSG00000131373","HACL1",5.60505588336537e-06,0.569425863841281
"ENSG00000131374","TBC1D5",9.19964426788265e-06,0.440320277890213
"ENSG00000129810","SGO1",2.1489207925811e-06,0.801800872234182
"ENSG00000144644","GADL1",5.20811036706425e-07,0.733524848801444
"ENSG00000170275","CRTAP",1.32650620976721e-06,0.784521843379269
"ENSG00000170248","PDCD6IP",4.46440778368438e-07,0.982672963052862
"ENSG00000144677","CTDSPL",-5.97450796124782e-07,0.947727086463585
"ENSG00000114745","GORASP1",-1.68341522093306e-05,0.433989513586269
"ENSG00000144655","CSRNP1",3.49547143321217e-06,0.647593158533548
"ENSG00000168028","RPSA",-1.15337943014405e-06,0.960740054469593
"ENSG00000114853","ZBTB47",-2.13595728241173e-06,0.799547256709893
"ENSG00000010282","HHATL",-2.39601152799516e-07,0.946871052121676
"ENSG00000182983","ZNF662",-2.69234892150767e-08,0.994973781588294
"ENSG00000186448","ZNF197",-4.33366645436443e-05,0.677598209682726
"ENSG00000132153","DHX30",-1.80645786296793e-05,0.292864860397952
"ENSG00000068745","IP6K2",-3.90247859933874e-06,0.857286588982991
"ENSG00000178057","NDUFAF3",-5.2371506363208e-07,0.981962564188666
"ENSG00000185909","KLHDC8B",-7.3344381956582e-06,0.630793077359596
"ENSG00000164077","MON1A",-0.332376280253868,0.0991070535302207
"ENSG00000004534","RBM6",-2.98828980099671e-06,0.819418473017385
"ENSG00000188338","SLC38A3",-1.30140593323568e-06,0.615762669382667
"ENSG00000088543","C3orf18",6.31658535078231e-06,0.238549715952784
"ENSG00000164082","GRM2",8.32906367868161e-07,0.841004385286601
"ENSG00000041880","PARP3",5.02907939751002e-06,0.418999681777692
"ENSG00000023330","ALAS1",-4.93526447210201e-06,0.732745836040416
"ENSG00000114251","WNT5A",2.29046214600106e-06,0.144538544756654
"ENSG00000187672","ERC2",9.52263085408864e-07,0.686716260095068
"ENSG00000174844","DNAH12",1.78051890138327e-06,0.509358243280744
"ENSG00000163686","ABHD6",-5.09400195029831e-06,0.557332400664164
"ENSG00000172340","SUCLG2",1.05187901814591e-06,0.939441509722944
"ENSG00000114541","FRMD4B",1.98182137521578e-06,0.65318872325232
"ENSG00000121440","PDZRN3",-4.41542442932211e-06,0.219915032246882
"ENSG00000114354","TFG",1.3385537815643e-05,0.30055956001863
"ENSG00000114455","HHLA2",1.57154898408616e-06,NA
"ENSG00000163507","CIP2A",3.16688913237734e-06,0.652633372401747
"ENSG00000163608","NEPRO",2.29063885637546e-06,0.899367107955278
"ENSG00000144857","BOC",2.15596844844413e-06,0.561763010045597
"ENSG00000051341","POLQ",-1.42773351878545e-07,0.989763170909025
"ENSG00000145103","ILDR1",7.52595923696317e-07,NA
"ENSG00000173193","PARP14",0.776000282212592,0.0630618677341156
"ENSG00000173706","HEG1",-5.53025323860221e-06,NA
"ENSG00000070476","ZXDC",4.26191956582174e-07,0.623742668481854
"ENSG00000081307","UBA5",1.41446774722641e-06,0.953189248111396
"ENSG00000174640","SLCO2A1",1.75414814259242e-06,0.0746180228481638
"ENSG00000114019","AMOTL2",-1.0048917577435e-05,0.688561041751848
"ENSG00000158163","DZIP1L",1.37899668055639e-06,0.883817468770347
"ENSG00000181322","NME9",1.5061305984579e-06,0.391834339293893
"ENSG00000181804","SLC9A9",2.4173046101812e-06,0.657838530957267
"ENSG00000114698","PLSCR4",1.32100473778118e-06,0.750789729921833
"ENSG00000018408","WWTR1",3.08729214174388e-06,0.686557269427077
"ENSG00000070087","PFN2",4.55171658079024e-06,0.577380483531599
"ENSG00000163645","ERICH6",4.74060469066403e-08,0.992949462691732
"ENSG00000168827","GFM1",5.08642832314214e-06,0.764013082551128
"ENSG00000068885","IFT80",5.27163883178308e-06,0.562331993586349
"ENSG00000169255","B3GALNT1",1.34583780549303e-06,0.776273737143522
"ENSG00000114209","PDCD10",4.89193397497866e-06,0.479812292356726
"ENSG00000136603","SKIL",7.13785141563904e-06,0.939687428446588
"ENSG00000043093","DCUN1D1",-1.31604875617599e-06,0.965552649116451
"ENSG00000145191","EIF2B5",-1.07088673029231e-05,0.396003776982979
"ENSG00000145198","VWA5B2",1.38315416541987e-06,0.697046039478984
"ENSG00000175182","FAM131A",4.75549729316206e-06,0.541115415276334
"ENSG00000058866","DGKG",-1.86832480630127e-06,0.662068492044876
"ENSG00000152492","CCDC50",6.78544269417633e-07,0.71155804218558
"ENSG00000114279","FGF12",-6.67098710884997e-07,0.902377103076774
"ENSG00000127249","ATP13A4",-1.40749100754828e-06,0.960219445547312
"ENSG00000168993","CPLX1",-1.80970480256442,0.085408758442093
"ENSG00000127418","FGFRL1",4.01167065957586e-06,0.366107847946571
"ENSG00000168924","LETM1",-9.7273161478295e-06,0.686557269427077
"ENSG00000168884","TNIP2",-7.90644317575137e-06,0.608405865559163
"ENSG00000109736","MFSD10",-1.99341912250215e-05,0.499606062541256
"ENSG00000168824","NSG1",-5.01022366888573e-07,0.912254172697434
"ENSG00000072832","CRMP1",-2.36436318550749e-06,0.601574600447738
"ENSG00000109501","WFS1",3.05464275023942e-06,0.742819101959475
"ENSG00000118564","FBXL5",-3.8756418091381e-06,0.872685198837109
"ENSG00000154274","C4orf19",-1.45939746583819e-07,0.968349093573568
"ENSG00000121897","LIAS",1.14434468415692e-06,0.958170708017985
"ENSG00000121892","PDS5A",-2.7645470465929e-05,0.989120637945572
"ENSG00000078177","N4BP2",3.90600329487866e-06,0.742819101959475
"ENSG00000163694","RBM47",2.65302513704943,0.00175610707434725
"ENSG00000177752","YIPF7",-2.26018690819076e-06,0.52621982726187
"ENSG00000109171","SLAIN2",2.85312699050937e-06,0.812180798738179
"ENSG00000075539","FRYL",9.96047953694636e-06,0.839414261493124
"ENSG00000109180","OCIAD1",1.58417179388604e-05,0.404075218655362
"ENSG00000109184","DCUN1D4",-9.56205580310139e-06,0.591331373084362
"ENSG00000134852","CLOCK",-1.39736492012649e-06,0.896415563524181
"ENSG00000109265","CRACD",-1.34133891363685e-06,0.814734906805451
"ENSG00000132463","GRSF1",-1.36954519994446e-05,0.986269666524228
"ENSG00000138757","G3BP2",0.000193788503061287,0.91775146173412
"ENSG00000138768","USO1",1.22955002090305e-06,0.941728789522717
"ENSG00000138764","CCNG2",-4.50573193587787e-06,0.599797654872315
"ENSG00000173085","COQ2",4.44901393801436e-06,0.674500359947948
"ENSG00000152591","DSPP",2.99598391306789e-07,NA
"ENSG00000152592","DMP1",1.35574854847157e-07,0.968204871336066
"ENSG00000118785","SPP1",9.99764115564644e-06,0.265696622722501
"ENSG00000163644","PPM1K",-2.49255303880376e-06,0.764536044498206
"ENSG00000138640","FAM13A",3.26595734885135e-06,0.538557443771986
"ENSG00000163110","PDLIM5",-1.94472422530298e-06,0.844560001401376
"ENSG00000138698","RAP1GDS1",8.74704264376777e-05,0.872259291013412
"ENSG00000164039","BDH2",-1.5626422631698e-06,0.892369538090793
"ENSG00000138780","GSTCD",1.14684116159353e-05,0.944572829871583
"ENSG00000164023","SGMS2",2.62916789327709e-07,NA
"ENSG00000205403","CFI",2.18541775534323e-06,0.51606804501392
"ENSG00000145388","METTL14",2.69835734471706e-07,0.914550415134737
"ENSG00000150961","SEC24D",-6.69460795729778e-06,0.844560001401376
"ENSG00000164111","ANXA5",2.34033702766096e-06,0.832546160410922
"ENSG00000151623","NR3C2",8.02794703009722e-07,0.877034036849877
"ENSG00000198589","LRBA",2.18470639551543e-06,0.84331393698604
"ENSG00000145428","RNF175",-1.0376239924301e-06,0.780469623666394
"ENSG00000181381","DDX60L",2.7549269343844e-07,0.983087966612697
"ENSG00000154447","SH3RF1",-6.6489917484044e-06,0.265625802689119
"ENSG00000129187","DCTD",2.22375823559748e-05,0.71347195220296
"ENSG00000182552","RWDD4",6.92152995163019e-06,0.739581691491031
"ENSG00000164323","CFAP97",-5.42349959533516e-05,0.953353307124843
"ENSG00000083857","FAT1",-1.02378498692006e-05,0.255975118384396
"ENSG00000153404","PLEKHG4B",4.91616056640315,3.28197028547536e-05
"ENSG00000145536","ADAMTS16",8.55891674476264e-07,0.509683339291192
"ENSG00000037474","NSUN2",1.60480262430528e-06,0.947727086463585
"ENSG00000124275","MTRR",1.81693587223559e-06,0.938131155381833
"ENSG00000154153","RETREG1",-3.25475809549367e-06,0.327775258765407
"ENSG00000145555","MYO10",-1.08938113277831e-05,0.0598101391570781
